
soup time 3996 pop 65303 ratio 4.04 space 32768 30 27282 567 rule lifelib r2b05f020s07bf40 sumpop 88862628 i 1 
soup time 3996 pop 177526 ratio 4.56 space 32768 30 32741 391 rule lifelib r2bf4da80sbfc8e0 sumpop 246121704 i 2 
soup time 3996 pop 113035 ratio 5.64 space 32768 30 26311 626 rule lifelib r2bcd3e40s7fc0c0 sumpop 134963640 i 3 
soup time 3324 pop 1972650 ratio 4.77 space 32768 30 32672 480 rule lifelib r2b17ca80sfed8e0 sumpop 2075813568 i 4 
soup time 1320 pop 1999642 ratio 4.34 space 32768 30 32627 439 rule lifelib r2bc3ee40s7fa0c0 sumpop 877491240 i 5 
soup time 3996 pop 7777 ratio 1.00 space 32768 30 32671 34 rule lifelib r2bfcaa80sffa1e0 sumpop 36143088 i 6 
soup time 1128 pop 1968150 ratio 3.85 space 32768 30 32634 545 rule lifelib r2b06af00s06af00 sumpop 786719592 i 7 
soup time 3996 pop 394622 ratio 4.12 space 32768 30 32698 512 rule lifelib r2bbfea80sfd58e0 sumpop 570694212 i 8 
soup time 3996 pop 275916 ratio 4.07 space 32768 30 32650 455 rule lifelib r2bf6aa80sff91e0 sumpop 382515252 i 9 
soup time 3888 pop 1970598 ratio 4.03 space 32768 30 31827 490 rule lifelib r2b3fe640sdf51c0 sumpop 2661041400 i 10 
soup time 3996 pop 1593353 ratio 4.79 space 32768 30 31192 762 rule lifelib r2b0cca40s04ef00 sumpop 2009961768 i 11 
soup time 1224 pop 1995493 ratio 3.53 space 32768 30 32785 380 rule lifelib r2b010900s05bf50 sumpop 907710480 i 12 
soup time 3996 pop 582622 ratio 3.81 space 32768 30 32682 401 rule lifelib r2b44d440sdfb1e0 sumpop 878260512 i 13 
soup time 3996 pop 650524 ratio 5.27 space 32768 30 22258 725 rule lifelib r2b08fa40s07e920 sumpop 788754276 i 14 
soup time 1356 pop 1983821 ratio 3.76 space 32768 30 32868 446 rule lifelib r2b0a4a00s067f60 sumpop 973199088 i 15 
soup time 1488 pop 1999015 ratio 3.72 space 32768 30 32584 355 rule lifelib r2bdfee40s7f50c0 sumpop 1085191740 i 16 
soup time 1824 pop 1981795 ratio 4.01 space 32768 30 31743 782 rule lifelib r2b020f00s065f00 sumpop 1239711564 i 17 
soup time 1992 pop 1968740 ratio 3.28 space 32768 30 32572 519 rule lifelib r2b0c1d00s06b790 sumpop 1520371164 i 18 
soup time 2088 pop 1970948 ratio 3.41 space 32768 30 32930 498 rule lifelib r2b0c1d00s06b790 sumpop 1558007700 i 19 
soup time 2748 pop 1968281 ratio 3.20 space 32768 30 32677 358 rule lifelib r2bfdda80sef70e0 sumpop 2161913940 i 20 
soup time 1644 pop 1977894 ratio 3.73 space 32768 30 32914 430 rule lifelib r2b006300s01fb80 sumpop 1181891616 i 21 


soup time 3996 pop 203524 ratio 0.78 space 32768 30 32794 200 rule lifelib b378s01356 sumpop 1037907072 i 1 
soup time 3996 pop 312118 ratio 1.07 space 32768 30 32834 2739 rule lifelib b368s12578 sumpop 1175674080 i 2 
soup time 3996 pop 797963 ratio 2.76 space 32768 30 33334 2430 rule lifelib b3-q4z5ys234k5j sumpop 1333368900 i 3 
soup time 3996 pop 80968 ratio 1.69 space 32768 30 32766 6042 rule lifelib b01346s023 sumpop 201088176 i 4 
soup time 3996 pop 31304 ratio 1.41 space 32768 30 36830 5855 rule lifelib b34a6ns2aek3-a4a sumpop 129672792 i 5 
soup time 3996 pop 755178 ratio 1.30 space 32768 30 32783 247 rule lifelib b357s1358 sumpop 2334278448 i 6 
soup time 3996 pop 77211 ratio 1.00 space 32768 30 32768 155 rule lifelib b3aeijs01c2n3ack4q5a6e sumpop 309226392 i 7 
soup time 3996 pop 109120 ratio 0.99 space 32768 30 35537 5271 rule lifelib b3s23 sumpop 452208624 i 8 
soup time 3996 pop 9327 ratio 0.98 space 32768 30 33802 4036 rule lifelib r2b7t9s7t10 sumpop 38974728 i 9 
soup time 456 pop 1966529 ratio 1.84 space 32768 30 32917 448 rule lifelib r2b7t12s7t10 sumpop 503855244 i 10 


soup time 1476 pop 1970061 ratio 1.70 space 32768 30 32989 305 rule lifelib b2-ak3eqry4aciw5-akr6-a7es012aik3ry4rwyz5ekqry6n7c8 sumpop 1735431996 i 1 
soup time 804 pop 1983901 ratio 1.67 space 32768 30 32915 1233 rule lifelib b2eik3ciy4ijnrtw5-ae7s12eik3-cer4eikqry5-ekqy7c sumpop 983509764 i 2 
soup time 468 pop 1969731 ratio 1.63 space 32768 30 32893 258 rule lifelib b2cek3ejkn4aceijnt5-cejr6cek7es1c2ikn3-ijy4-aekqr5ejny6kn7c8 sumpop 588547512 i 3 
soup time 288 pop 1994886 ratio 1.52 space 32768 30 32867 274 rule lifelib b2ekn3eiry4aertwyz5-aknr6-in8s01c2ak3-eiy4-acntw5-er6ack7c sumpop 393568056 i 4 
soup time 216 pop 2021857 ratio 1.58 space 32768 30 32902 195 rule lifelib b2-ac3aikqy4acejnqz5-cn6cn7es2ein3-eqr4-cijwy5-ijqy6-cn8 sumpop 291687060 i 5 
soup time 96 pop 2029854 ratio 1.52 space 32768 30 32908 193 rule lifelib b2-ac3-ekny4ajnryz5acknq6cik7es12cik3-jry4qtw5acnqr6ein7 sumpop 144037464 i 6 
soup time 96 pop 2005797 ratio 1.51 space 32768 30 32895 196 rule lifelib b2cn3ainqy4aeijqrw5-ceiy6en7e8s01c2-n3ciqry4ckrwy5-aen6kn7e8 sumpop 143474136 i 7 
soup time 192 pop 1982460 ratio 1.59 space 32768 30 32931 229 rule lifelib b2ce3iry4cijnqt5-ceik6-e7es1c23acijr4-rwyz5qy7c8 sumpop 253840752 i 8 
soup time 3996 pop 19142 ratio 1.00 space 32768 30 32752 57 rule lifelib b2cei3enr4ijkqwy5-qr6ci78s01c2in3einy4-cntz5ajqy6en7e sumpop 81275256 i 9 
soup time 84 pop 2064440 ratio 1.64 space 32768 30 32900 225 rule lifelib b2c3-kqry4-ekrw5ceq6cns01c2-en3-ceq4ejkrwyz5cinr7c8 sumpop 130309044 i 10 
soup time 72 pop 1996586 ratio 1.48 space 32768 30 32882 183 rule lifelib b2-ae3-ejky4aeinry5aenqy6ce78s2-cn3-cenq4-akty5-ijk6cn7e sumpop 113502456 i 11 
soup time 156 pop 1992533 ratio 1.62 space 32768 30 32908 196 rule lifelib b2-an3ajny4eijtw5cjnqr6-ek7es2-in3-cekr4acjknz5jkqry6ck78 sumpop 216433308 i 12 
soup time 120 pop 1971167 ratio 1.55 space 32768 30 32914 224 rule lifelib b2-ae3-ceik4aejkqt5-aijn6n7c8s02cen3aejq4-eiyz5akqr6ek sumpop 168000084 i 13 
soup time 216 pop 2037158 ratio 1.58 space 32768 30 32899 215 rule lifelib b2-ai3ejqry4aijknr5inr6-an7es2-ck3cejr4eijqrwy5cknq6c78 sumpop 294474432 i 14 
soup time 72 pop 2100479 ratio 1.51 space 32768 30 32875 172 rule lifelib b2e3ijry4aejrwz5-eijy6-ck8s01e2ace3-i4acjnqwy5-jknr6-ck78 sumpop 117523644 i 15 
soup time 336 pop 1972100 ratio 1.61 space 32768 30 32920 223 rule lifelib b2ei3aeiq4-nqr5cnqry6cn7s012ei3ijkr4ajkrwyz5cjkny6aen8 sumpop 427978236 i 16 
soup time 168 pop 2063093 ratio 1.60 space 32768 30 32936 230 rule lifelib b2-ak3-enr4einwz5aejy6ci78s02aen3-jknq4cknqtwz5-air6ae7c8 sumpop 232914456 i 17 
soup time 720 pop 1988830 ratio 1.63 space 32768 30 32879 656 rule lifelib b2cek3-inr4ackqwyz5-jn6in7c8s1c2kn3eky4ceqrwyz5-acey6-ck78 sumpop 894436236 i 18 
soup time 120 pop 2040150 ratio 1.51 space 32768 30 32896 190 rule lifelib b2-ae3-cen4enz5-aeiy6-i7cs02ack3-aekq4-acny5ajkqy6ekn7e8 sumpop 177850344 i 19 
soup time 1188 pop 1972503 ratio 1.72 space 32768 30 32992 1709 rule lifelib b2cen3cin4ceknqtz5iny6ckn7e8s1e2ak3cjkq4-aciny5cijkr6aei7e8 sumpop 1384791204 i 20 
soup time 180 pop 1970387 ratio 1.66 space 32768 30 32920 218 rule lifelib b2-ak3-cejy4jqrw5-acjq6aik7cs12ein3jkry4cejqtz5-ejry6ace7e sumpop 238464960 i 21 
soup time 3996 pop 1685609 ratio 2.26 space 32768 30 32771 6041 rule lifelib b2en3cinqy4cknz5jqr6-in7c8s01e2kn3ejkq4eijknqz5ckq6-a8 sumpop 3099273156 i 22 
soup time 192 pop 1977010 ratio 1.59 space 32768 30 32912 232 rule lifelib b2en3ijnr4-ikrt5acry6-n7es02ekn3-ikry4aeijrw5aejkr6ce7e sumpop 253743036 i 23 
soup time 3996 pop 30485 ratio 0.77 space 32768 30 32825 1367 rule lifelib b2ce3-cejq4ekqtyz5-anqy6cn7c8s12ik3jnr4erw5kqr6-kn7 sumpop 268924116 i 24 
soup time 660 pop 1981650 ratio 1.66 space 32768 30 32943 267 rule lifelib b2-ak3-aejq4eiqrt5-jnqy6cis02-ai3-acnr4-ajrty5ack6aik7e8 sumpop 812431128 i 25 
soup time 3996 pop 31162 ratio 1.00 space 32768 30 32769 50 rule lifelib b2-ak3ei4cijnwyz5aqy6ein78s01e2cik3-ikqy4cjnr5aei6-kn7e sumpop 129478932 i 26 
soup time 168 pop 1984883 ratio 1.55 space 32768 30 32892 191 rule lifelib b2-a3ejy4aktw5aenry6eik7s2-ek3-cin4-jqz5acenq6cn78 sumpop 230231736 i 27 
soup time 3996 pop 15134 ratio 1.00 space 32768 30 32761 3739 rule lifelib b2k3-ekqy4qwz5-iknr6ei7es1e2-ce3ceir4aciz5-ijnr6in8 sumpop 111330720 i 28 
soup time 3996 pop 6854 ratio 1.00 space 32768 30 32678 45 rule lifelib b2cn3-ijkq4-anrty5acikn6ac7c8s2-k3cjkn4cryz5cijkn6cik7 sumpop 29932620 i 29 
soup time 3996 pop 24048 ratio 1.00 space 32768 30 32762 43 rule lifelib b2cen3cejkr4cikrz5ay6-aes2ei3ejn4eknrwy5-ejkr6ack7e8 sumpop 97184220 i 30 
soup time 3996 pop 26923 ratio 0.99 space 32768 30 33164 1921 rule lifelib b2-ak3eknr4eijnry5ceikq6-cn7e8s012ekn3inry4-acej5jn6-ak78 sumpop 135110004 i 31 
soup time 252 pop 2040446 ratio 1.67 space 32768 30 32938 245 rule lifelib b2ce3aijy4acknwy5aciky6-aes02cek3cinqr4-certy5jknr6acn sumpop 331780872 i 32 
soup time 276 pop 1969026 ratio 1.64 space 32768 30 32922 222 rule lifelib b2ci3aeinr4-acijq5cen6-ans2-in3-ijkr4-ijnrt5kqr6-ei7c sumpop 354124560 i 33 
soup time 3996 pop 327864 ratio 0.86 space 32768 30 33616 2939 rule lifelib b2en3-ar4anty5aijkn6as1c2cen3acery4cjnrtwy5-ijqy6ack7e8 sumpop 1536468144 i 34 
soup time 72 pop 1999071 ratio 1.49 space 32768 30 32868 225 rule lifelib b2-ae3-k4ackqw5-ikqr6-ai7es02ik3-knq4iqrtyz5cnqy6ci8 sumpop 112211508 i 35 
soup time 3996 pop 28566 ratio 1.00 space 32768 30 32766 45 rule lifelib b2en3aciqy4-aeit5ejnr6ein7es02-a3-aikn4-anrw5cekn6ci7e sumpop 122573784 i 36 
soup time 180 pop 2037451 ratio 1.59 space 32768 30 32886 197 rule lifelib b2-an3-ajq4ikny5ciqry6-k7s01c2ein3aijkq4ejkrz5-ace6-in8 sumpop 254402460 i 37 
soup time 3996 pop 75156 ratio 1.00 space 32768 30 32777 65 rule lifelib b3-ckn4ceryz5cijry6an7s012n3-ejkq4aeiqwy5eijq6-ce7e sumpop 311459796 i 38 
soup time 252 pop 2014637 ratio 1.66 space 32768 30 32932 258 rule lifelib b2-an3iknry4ceijrwz5cejqy6-ce7cs01c2-ik3-cjr4knw5cj6an7e sumpop 330580056 i 39 
soup time 120 pop 1987389 ratio 1.50 space 32768 30 32877 164 rule lifelib b2in3-ekq4knrtwyz5-ijqy6-e7e8s01e2-ik3anr4-cekny5aekry6-e7c8 sumpop 175174824 i 40 
soup time 444 pop 2000834 ratio 1.64 space 32768 30 32928 233 rule lifelib b2ce3acjry4ijtw5ejkny67c8s1e2-ei3-jkry4ejknrty5-aejr6-ck sumpop 565322496 i 41 
soup time 3996 pop 43057 ratio 1.04 space 32768 30 32799 1540 rule lifelib b2cek3cky4cektwz5qr6ckn7s01c2aen3-eir4-aiqz5-acy6e sumpop 209715372 i 42 
soup time 360 pop 2004796 ratio 1.65 space 32768 30 32931 350 rule lifelib b2e3-ckn4ijnqz5aciry6ei8s1c2aci3-jnqy4-acntz5-enqy6-ae7c8 sumpop 454993740 i 43 
