soup time 3864 pop 17201 ratio 1.0 space 37654 30 37573 1912 rule lifelib r2b088e80s0213e0 sumpop 100144260 i 31  Pw2ratio 0.456817
soup time 8976 pop 10120 ratio 1.0 space 37654 30 37633 6738 rule lifelib r2b040880s038de0 sumpop 100076832 i 2  Pw2ratio 0.268763
soup time 15984 pop 5528 ratio 1.0 space 37654 30 37542 15911 rule lifelib r2b080020s0620f0 sumpop 100052040 i 36  Pw2ratio 0.14681
soup time 9408 pop 3922 ratio 1.0 space 37654 30 36978 18837 rule lifelib r2b082820s00bd90 sumpop 35900388 i 45  Pw2ratio 0.104159
soup time 18804 pop 2330 ratio 1.0 space 37654 30 37300 18828 rule lifelib r2b0ab420s070870 sumpop 47157912 i 34  Pw2ratio 0.0618792
soup time 12276 pop 2260 ratio 1.0 space 37654 30 41231 6102 rule lifelib r2b0ad820s077170 sumpop 100010148 i 47  Pw2ratio 0.0600202
soup time 18816 pop 1942 ratio 1.0 space 37654 30 39368 9402 rule lifelib r2b07a240s039150 sumpop 36853248 i 33  Pw2ratio 0.0515749
soup time 18816 pop 1859 ratio 1.0 space 37654 30 35800 18826 rule lifelib r2b0ee820s019a70 sumpop 41101392 i 3  Pw2ratio 0.0493706
soup time 18816 pop 709 ratio 1.0 space 37654 30 36573 4729 rule lifelib r2b031640s032350 sumpop 29088216 i 37  Pw2ratio 0.0188293
soup time 18816 pop 274 ratio 0.9 space 37654 30 31777 7511 rule lifelib r2b0740a0s00d2c0 sumpop 13924860 i 16  Pw2ratio 0.00727678
soup time 18816 pop 242 ratio 1.0 space 37654 30 34581 18789 rule lifelib r2b05c060s048250 sumpop 16635396 i 10  Pw2ratio 0.00642694
soup time 9420 pop 134 ratio 1.0 space 37654 30 33904 18851 rule lifelib r2b081060s02e110 sumpop 4430412 i 30  Pw2ratio 0.00355872
soup time 18816 pop 108 ratio 1.0 space 37654 30 23312 14057 rule lifelib r2b030b40s031940 sumpop 15656580 i 11  Pw2ratio 0.00286822
soup time 18816 pop 96 ratio 1.0 space 37654 30 91334 18798 rule lifelib r2b0c2060s049d10 sumpop 13400460 i 24  Pw2ratio 0.00254953
soup time 18816 pop 88 ratio 1.0 space 37654 30 30949 14101 rule lifelib r2b0a8a40s052340 sumpop 1890732 i 10  Pw2ratio 0.00233707
soup time 9504 pop 83 ratio 1.0 space 37654 30 34485 18832 rule lifelib r2b0c4060s06cc90 sumpop 27616128 i 10  Pw2ratio 0.00220428
soup time 18816 pop 68 ratio 1.0 space 37654 30 17153 9433 rule lifelib r2b067240s02a340 sumpop 1587468 i 18  Pw2ratio 0.00180592
soup time 9408 pop 63 ratio 0.8 space 37654 30 15790 18838 rule lifelib r2b0e7060s060210 sumpop 2707464 i 9  Pw2ratio 0.00167313
