
soup time 1596 pop 108328 ratio 1.8 space 1600 30 1799 295 rule lifelib b2-ak3eqry4aciw5-akr6-a7es012aik3ry4rwyz5ekqry6n7c8 sumpop 98906400 i 1 
soup time 1224 pop 145353 ratio 1.8 space 1600 30 1835 326 rule lifelib b2eik3ciy4ijnrtw5-ae7s12eik3-cer4eikqry5-ekqy7c sumpop 100048320 i 2 
soup time 972 pop 180908 ratio 1.8 space 1600 30 1840 426 rule lifelib b2cek3ejkn4aceijnt5-cejr6cek7es1c2ikn3-ijy4-aekqr5ejny6kn7c8 sumpop 100093020 i 3 
soup time 792 pop 223982 ratio 1.8 space 1600 30 1844 339 rule lifelib b2ekn3eiry4aertwyz5-aknr6-in8s01c2ak3-eiy4-acntw5-er6ack7c sumpop 101119776 i 4 
soup time 672 pop 284755 ratio 1.9 space 1600 30 1992 456 rule lifelib b2-ac3aikqy4acejnqz5-cn6cn7es2ein3-eqr4-cijwy5-ijqy6-cn8 sumpop 102616500 i 5 
soup time 456 pop 418635 ratio 2.0 space 1600 30 2205 668 rule lifelib b2-ac3-ekny4ajnryz5acknq6cik7es12cik3-jry4qtw5acnqr6ein7 sumpop 100666140 i 6 
soup time 480 pop 392388 ratio 1.9 space 1600 30 2116 667 rule lifelib b2cn3ainqy4aeijqrw5-ceiy6en7e8s01c2-n3ciqry4ckrwy5-aen6kn7e8 sumpop 102367632 i 7 
soup time 636 pop 295227 ratio 2.0 space 1600 30 2111 572 rule lifelib b2ce3iry4cijnqt5-ceik6-e7es1c23acijr4-rwyz5qy7c8 sumpop 100857888 i 8 
soup time 1596 pop 1066 ratio 1.0 space 1600 30 1600 46 rule lifelib b2cei3enr4ijkqwy5-qr6ci78s01c2in3einy4-cntz5ajqy6en7e sumpop 1897620 i 9 
soup time 444 pop 425316 ratio 2.0 space 1600 30 2162 802 rule lifelib b2c3-kqry4-ekrw5ceq6cns01c2-en3-ceq4ejkrwyz5cinr7c8 sumpop 102573744 i 10 
soup time 432 pop 450443 ratio 1.9 space 1600 30 2156 720 rule lifelib b2-ae3-ejky4aeinry5aenqy6ce78s2-cn3-cenq4-akty5-ijk6cn7e sumpop 104951520 i 11 
