procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 521132 130000 1040472    0    0     0     0  340  412 98  2  0  0  0
 4  0      0 566948 130000 1040552    0    0     0     0  346  452 88 13  0  0  0
 1  0      0 568684 130000 1040636    0    0     0     0  340  332 94  6  0  0  0
 1  0      0 883024 130008 1040864    0    0     0  1532  343  383 94  6  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 907584 130008 1037196    0    0     0  1448  337  617 72 22  5  0  0
 1  0      0 907584 130008 1037196    0    0     0     0  335  310 95  5  0  0  0
 1  0      0 907584 130008 1037196    0    0     0     0  327  306 98  2  0  0  0
 1  0      0 907584 130008 1037196    0    0     0     8  382  426 94  6  0  0  0
 1  0      0 907584 130008 1037196    0    0     0     0  387  435 93  7  0  0  0
 1  0      0 907584 130020 1037196    0    0     0   140  386  445 89 11  0  0  0
 1  0      0 907584 130020 1037196    0    0     0     0  351  414 96  4  0  0  0
 1  0      0 907584 130020 1037196    0    0     0     0  357  402 96  4  0  0  0
 1  0      0 907328 130020 1037196    0    0     0     0  301  271 95  5  0  0  0
 1  0      0 907328 130020 1037196    0    0     0     0  299  278 96  4  0  0  0
 1  0      0 907328 130020 1037196    0    0     0     0  302  310 94  6  0  0  0
 1  0      0 907328 130028 1037196    0    0     0    12  310  457 91  9  0  0  0
 1  0      0 907328 130028 1037196    0    0     0     0  312  421 94  6  0  0  0
 1  0      0 907328 130028 1037196    0    0     0     0  300  285 98  2  0  0  0
 3  0      0 907328 130028 1037196    0    0     0     0  303  308 94  6  0  0  0
 1  0      0 895424 130028 1037196    0    0     0     0  334  429 95  5  0  0  0
 2  0      0 895300 130036 1037188    0    0     0    40  337  425 97  3  0  0  0
 1  0      0 895300 130036 1037196    0    0     0     0  330  305 98  2  0  0  0
 1  0      0 895036 130036 1037196    0    0     0   136  391  390 97  3  0  0  0
 1  0      0 895036 130036 1037196    0    0     0     0  370  514 95  5  0  0  0
 1  0      0 895036 130036 1037196    0    0     0     0  365  412 92  8  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 895036 130036 1037196    0    0     0     0  395  480 96  4  0  0  0
 2  0      0 895036 130044 1037196    0    0     0    12  352  439 89 11  0  0  0
 2  0      0 849432 130044 1037196    0    0     0     0  306  377 98  2  0  0  0
 1  0      0 849432 130044 1037196    0    0     0     0  298  303 96  4  0  0  0
 1  0      0 849432 130044 1037196    0    0     0     0  297  271 99  1  0  0  0
 1  0      0 849432 130044 1037196    0    0     0     0  297  299 96  4  0  0  0
 1  0      0 849432 130044 1037196    0    0     0     0  297  270 99  1  0  0  0
 2  0      0 848800 130052 1037196    0    0     0    16  306  301 98  2  0  0  0
 2  0      0 848796 130052 1037196    0    0     0     0  317  386 93  7  0  0  0
 1  0      0 848796 130052 1037196    0    0     0     0  377  395 95  5  0  0  0
 1  0      0 848796 130052 1037196    0    0     0     0  366  459 89 11  0  0  0
 2  0      0 848796 130052 1037196    0    0     0     0  385  623 94  6  0  0  0
 1  0      0 848796 130052 1037196    0    0     0     0  370  367 100  0  0  0  0
 1  0      0 848796 130060 1037196    0    0     0  1460  387  459 94  6  0  0  0
 4  0      0 848796 130060 1037196    0    0     0     0  391  493 96  4  0  0  0
 1  0      0 848796 130060 1037196    0    0     0     0  396  501 99  1  0  0  0
 3  0      0 848796 130060 1037196    0    0     0     0  357  412 93  7  0  0  0
 2  0      0 848796 130060 1037196    0    0     0     0  349  493 96  4  0  0  0
 1  0      0 848656 130068 1037188    0    0     0    40  355  501 96  4  0  0  0
 1  0      0 848656 130068 1037196    0    0     0     0  347  446 96  4  0  0  0
 3  0      0 848656 130068 1037200    0    0     0     0  339  400 95  5  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 848656 130068 1037200    0    0     0     0  343  587 92  8  0  0  0
 1  0      0 848656 130068 1037200    0    0     0     0  346  411 95  5  0  0  0
 1  0      0 848656 130068 1037200    0    0     0     4  354  420 98  2  0  0  0
 1  0      0 848656 130076 1037200    0    0     0    36  353  449 99  1  0  0  0
 1  0      0 848656 130076 1037200    0    0     0     0  355  418 97  3  0  0  0
 1  0      0 848656 130076 1037200    0    0     0     0  372  436 93  7  0  0  0
 1  0      0 848656 130076 1037200    0    0     0     0  390  432 97  3  0  0  0
 1  0      0 848640 130076 1037200    0    0     0     0  376  435 94  6  0  0  0
 1  0      0 848640 130076 1037200    0    0     0     0  389  439 96  4  0  0  0
 1  0      0 848640 130084 1037200    0    0     0    12  388  527 94  6  0  0  0
 1  0      0 848640 130084 1037200    0    0     0     0  376  489 93  7  0  0  0
 1  0      0 848640 130084 1037200    0    0     0     0  389  427 95  5  0  0  0
 1  0      0 840688 130084 1037200    0    0     0    56  405  679 91  9  0  0  0
 1  0      0 767156 130084 1037224    0    0     0     0  392  642 88 12  0  0  0
 1  0      0 694244 130084 1037224    0    0     0     0  391  523 87 13  0  0  0
 1  0      0 643776 130092 1037224    0    0     0    84  393  483 91  9  0  0  0
 1  0      0 571856 130092 1037224    0    0     0     0  400  495 94  6  0  0  0
 1  0      0 564664 130092 1037224    0    0     0     0  369  496 95  5  0  0  0
 2  0      0 562680 130092 1037224    0    0     0     0  322  368 92  8  0  0  0
 1  0      0 560200 130092 1037224    0    0     0     0  313  409 96  4  0  0  0
 1  0      0 547552 130092 1037224    0    0     0     0  321  381 97  3  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 540484 130100 1037228    0    0     0    12  316  367 97  3  0  0  0
 1  0      0 535028 130100 1037476    0    0     0     0  344  440 96  4  0  0  0
 1  0      0 530316 130100 1037568    0    0     0     0  336  431 93  7  0  0  0
 1  0      0 525232 130100 1037792    0    0     0     0  337  386 93  7  0  0  0
 1  0      0 519156 130100 1037948    0    0     0     0  354  467 92  8  0  0  0
 1  0      0 513328 130108 1038020    0    0     0    16  355  478 89 11  0  0  0
 1  0      0 508120 130108 1038128    0    0     0     8  379  493 90 10  0  0  0
 2  0      0 502044 130108 1038268    0    0     0     0  380  500 92  8  0  0  0
 1  0      0 496464 130108 1038464    0    0     0     0  396  532 90 10  0  0  0
 1  0      0 490264 130108 1038632    0    0     0     0  388  503 93  7  0  0  0
 2  0      0 484684 130116 1038764    0    0     0    44  394  713 91  9  0  0  0
 1  0      0 476376 130116 1038972    0    0     0     0  401  560 94  6  0  0  0
 1  0      0 467448 130116 1039132    0    0     0     0  398  492 93  7  0  0  0
 1  0      0 466332 130116 1039200    0    0     0     0  397  545 93  7  0  0  0
 2  0      0 466332 130116 1039308    0    0     0     0  375  477 93  7  0  0  0
 1  0      0 466332 130124 1039448    0    0     0    16  394  550 94  6  0  0  0
 1  0      0 466332 130124 1039556    0    0     0     0  371  523 90 10  0  0  0
 1  0      0 466084 130124 1039780    0    0     0     0  385  452 97  3  0  0  0
 1  0      0 465836 130124 1039928    0    0     0     0  359  497 93  7  0  0  0
 1  0      0 465464 130124 1040100    0    0     0     0  381  507 98  2  0  0  0
 1  0      0 465216 130132 1040228    0    0     0    16  383  530 97  3  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 464720 130132 1040432    0    0     0     0  370  527 94  6  0  0  0
 1  0      0 464596 130132 1040580    0    0     0  3224  367  493 88 12  0  0  0
 1  0      0 464348 130132 1040792    0    0     0     0  372  476 91  9  0  0  0
 1  0      0 464224 130132 1040940    0    0     0     0  384  532 91  9  0  0  0
 1  0      0 462984 130132 1041012    0    0     0     0  373  485 90 10  0  0  0
 1  0      0 462860 130140 1041188    0    0     0    44  390  585 89 11  0  0  0
 1  0      0 462860 130140 1041236    0    0     0    88  384  498 91  9  0  0  0
 1  0      0 462488 130140 1041436    0    0     0     0  377  525 88 12  0  0  0
 1  0      0 462116 130140 1041592    0    0     0     0  386  522 91  9  0  0  0
 1  0      0 509608 130140 1041652    0    0     0     0  398  523 94  6  0  0  0
 1  0      0 509484 130148 1041828    0    0     0    16  403  517 97  3  0  0  0
 2  0      0 847524 130148 1038316    0    0     0  2972  384  681 76 21  3  0  0
 1  0      0 848052 130148 1038288    0    0     0     4  374  562 83 15  2  0  0
 1  0      0 848052 130148 1038288    0    0     0     0  384  405 93  7  0  0  0
 1  0      0 848052 130148 1038288    0    0     0     0  376  415 97  3  0  0  0
 4  0      0 848052 130160 1038276    0    0     0   136  385  481 93  7  0  0  0
 1  0      0 848016 130160 1038288    0    0     0     8  378  425 91  9  0  0  0
 1  0      0 848044 130160 1038288    0    0     0     0  383  406 95  5  0  0  0
 1  0      0 848044 130160 1038288    0    0     0     0  340  380 94  6  0  0  0
 1  0      0 848044 130160 1038288    0    0     0     0  319  312 94  6  0  0  0
 1  0      0 847920 130160 1038288    0    0     0     0  305  495 92  8  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 847920 130168 1038288    0    0     0    48  310  298 95  5  0  0  0
 1  0      0 847920 130168 1038288    0    0     0     0  303  315 95  5  0  0  0
 1  0      0 847920 130168 1038288    0    0     0     0  310  310 96  4  0  0  0
 1  0      0 847920 130168 1038288    0    0     0     0  305  285 96  4  0  0  0
 1  0      0 847920 130168 1038288    0    0     0     0  307  351 92  8  0  0  0
 1  0      0 828140 130168 1038288    0    0     0     0  308  361 96  4  0  0  0
 1  0      0 828140 130176 1038288    0    0     0    12  317  384 98  2  0  0  0
 1  0      0 828140 130176 1038288    0    0     0     0  305  283 97  3  0  0  0
 1  0      0 828140 130176 1038288    0    0     0     0  317  353 98  2  0  0  0
 1  0      0 828140 130176 1038288    0    0     0     0  300  314 97  3  0  0  0
 1  0      0 828140 130176 1038288    0    0     0     0  310  292 97  3  0  0  0
 1  0      0 828140 130176 1038288    0    0     0     0  295  290 97  3  0  0  0
 1  0      0 828140 130184 1038288    0    0     0    12  313  300 99  1  0  0  0
 1  0      0 828140 130184 1038288    0    0     0     0  295  302 96  4  0  0  0
 1  0      0 828140 130184 1038288    0    0     0     0  312  317 95  5  0  0  0
 1  0      0 828140 130184 1038288    0    0     0     0  291  314 97  3  0  0  0
 1  0      0 828200 130184 1038288    0    0     0     0  326  322 95  5  0  0  0
 1  0      0 828200 130184 1038288    0    0     0     0  328  344 93  7  0  0  0
 1  0      0 828200 130192 1038288    0    0     0    12  329  299 100  0  0  0  0
 1  0      0 828200 130192 1038288    0    0     0     0  325  320 98  2  0  0  0
 1  0      0 828200 130192 1038288    0    0     0  1184  345  326 96  4  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 804764 130192 1038288    0    0     0     0  329  367 94  6  0  0  0
 2  0      0 804764 130192 1038288    0    0     0     0  338  395 96  4  0  0  0
 1  0      0 804764 130192 1038288    0    0     0     0  327  313 99  1  0  0  0
 3  0      0 804764 130200 1038288    0    0     0    24  337  375 96  4  0  0  0
 1  0      0 804764 130200 1038288    0    0     0     0  330  314 97  3  0  0  0
 2  0      0 804764 130200 1038292    0    0     0   408  328  310 98  2  0  0  0
 1  0      0 804764 130200 1038292    0    0     0     0  319  287 98  2  0  0  0
 1  0      0 804764 130200 1038292    0    0     0     0  326  324 95  5  0  0  0
 1  0      0 804764 130200 1038292    0    0     0     0  324  297 96  4  0  0  0
 1  0      0 804268 130208 1038292    0    0     0    40  334  470 95  5  0  0  0
 1  0      0 804268 130208 1038292    0    0     0     0  327  327 98  2  0  0  0
 1  0      0 804268 130208 1038292    0    0     0     0  333  287 99  1  0  0  0
 1  0      0 804268 130208 1038292    0    0     0     0  327  312 95  5  0  0  0
 1  0      0 804268 130208 1038292    0    0     0     0  331  343 98  2  0  0  0
 1  0      0 804268 130216 1038284    0    0     0    36  333  314 99  1  0  0  0
 2  0      0 804236 130216 1038292    0    0     0     0  326  326 94  6  0  0  0
 1  0      0 801040 130216 1038292    0    0     0     0  339  386 95  5  0  0  0
 1  0      0 801040 130216 1038292    0    0     0     0  321  384 94  6  0  0  0
 1  0      0 801040 130216 1038292    0    0     0     0  322  350 95  5  0  0  0
 1  0      0 801040 130216 1038292    0    0     0     0  313  330 94  6  0  0  0
 1  0      0 800916 130224 1038292    0    0     0    12  329  338 98  2  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 800916 130224 1038292    0    0     0     0  339  336 98  2  0  0  0
 1  0      0 800916 130224 1038292    0    0     0     0  311  302 96  4  0  0  0
 1  0      0 800916 130224 1038292    0    0     0     0  320  360 96  4  0  0  0
 1  0      0 800916 130224 1038292    0    0     0     0  307  319 98  2  0  0  0
 1  0      0 800916 130224 1038292    0    0     0     0  326  325 95  5  0  0  0
 1  0      0 800916 130232 1038292    0    0     0    12  349  360 97  3  0  0  0
 1  0      0 800916 130232 1038292    0    0     0     0  325  325 96  4  0  0  0
 1  0      0 800916 130232 1038292    0    0     0     0  323  305 98  2  0  0  0
 1  0      0 800916 130232 1038292    0    0     0     0  331  317 98  2  0  0  0
 1  0      0 754752 130232 1038292    0    0     0     0  334  356 96  4  0  0  0
 1  0      0 754752 130240 1038292    0    0     0    16  312  307 94  6  0  0  0
 1  0      0 754752 130240 1038292    0    0     0     0  325  378 95  5  0  0  0
 1  0      0 754752 130240 1038292    0    0     0     0  320  313 97  3  0  0  0
 1  0      0 754752 130240 1038292    0    0     0     0  316  391 93  7  0  0  0
 1  0      0 754752 130240 1038292    0    0     0    60  385  437 93  7  0  0  0
 1  0      0 754752 130240 1038292    0    0     0     0  367  470 87 13  0  0  0
 1  0      0 754752 130248 1038292    0    0     0    12  377  474 91  9  0  0  0
 3  0      0 754752 130248 1038292    0    0     0     0  384  441 93  7  0  0  0
 1  0      0 754752 130248 1038292    0    0     0     0  374  439 94  6  0  0  0
 1  0      0 748412 130248 1038292    0    0     0     8  328  731 87 13  0  0  0
 1  0      0 670664 130248 1038316    0    0     0     0  317  532 93  7  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 618584 130248 1038316    0    0     0     0  303  403 91  9  0  0  0
 1  0      0 567868 130256 1038316    0    0     0    92  348  425 93  7  0  0  0
 1  0      0 506116 130256 1038316    0    0     0     0  336  377 93  7  0  0  0
 1  0      0 470404 130256 1038316    0    0     0   112  354  396 96  4  0  0  0
 1  0      0 467304 130256 1038316    0    0     0     0  314  384 88 12  0  0  0
 1  0      0 467180 130256 1038316    0    0     0     0  333  348 96  4  0  0  0
 1  0      0 457880 130256 1038316    0    0     0     0  308  423 91  9  0  0  0
 1  0      0 449696 130264 1038316    0    0     0    32  324  467 88 12  0  0  0
 1  0      0 444612 130264 1038392    0    0     0     0  334  459 86 14  0  0  0
 1  0      0 438164 130264 1038652    0    0     0     0  341  518 88 12  0  0  0
 1  0      0 433080 130264 1038764    0    0     0     0  327  452 89 11  0  0  0
 1  0      0 427376 130264 1038928    0    0     0     0  345  467 88 12  0  0  0
 1  1      0 419564 130272 1039080    0    0     0    16  351  550 87 13  0  0  0
 1  0      0 413860 130272 1039236    0    0     0     0  339  469 91  9  0  0  0
 1  0      0 407536 130272 1039348    0    0     0     0  337  504 87 13  0  0  0
 2  0      0 401956 130272 1039524    0    0     0     0  341  469 89 11  0  0  0
 2  0      0 396624 130272 1039652    0    0     0     0  326  455 90 10  0  0  0
 2  1      0 392284 130280 1039816    0    0     0    16  327  488 84 16  0  0  0
 2  0      0 386456 130280 1039956    0    0     0     0  354  480 94  6  0  0  0
 1  0      0 376908 130280 1040108    0    0     0  1712  415  546 90 10  0  0  0
 1  0      0 372816 130280 1040224    0    0     0     0  369  528 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 371404 130280 1040352    0    0     0     0  407  550 94  6  0  0  0
 2  0      0 371452 130280 1040420    0    0     0     0  398  516 92  8  0  0  0
 1  0      0 371452 130288 1040552    0    0     0    36  348  520 90 10  0  0  0
 1  0      0 371328 130288 1040696    0    0     0     0  309  472 92  8  0  0  0
 2  0      0 371080 130288 1040824    0    0     0     0  329  490 93  7  0  0  0
 1  0      0 370832 130288 1041040    0    0     0     0  335  503 93  7  0  0  0
 1  0      0 370460 130288 1041132    0    0     0     0  318  467 92  8  0  0  0
 1  0      0 370212 130296 1041280    0    0     0    16  329  496 94  6  0  0  0
 1  0      0 369468 130296 1041488    0    0     0     0  322  643 92  8  0  0  0
 1  0      0 369344 130296 1041644    0    0     0     0  323  462 96  4  0  0  0
 1  0      0 369096 130296 1041852    0    0     0     0  341  537 92  8  0  0  0
 1  0      0 368972 130296 1041972    0    0     0     0  326  455 95  5  0  0  0
 1  0      0 367980 130304 1042108    0    0     0    36  328  461 97  3  0  0  0
 2  0      0 367608 130304 1042180    0    0     0     0  316  494 91  9  0  0  0
 1  0      0 367360 130304 1042332    0    0     0     0  326  468 96  4  0  0  0
 4  0      0 367236 130304 1042444    0    0     0     0  325  491 93  7  0  0  0
 1  0      0 366988 130304 1042556    0    0     0     0  371  533 94  6  0  0  0
 1  0      0 366824 130312 1042700    0    0     0    16  375  512 95  5  0  0  0
 1  0      0 414480 130312 1042820    0    0     0     0  379  555 90 10  0  0  0
 1  0      0 730184 130312 1043024    0    0     0  3036  367  550 92  8  0  0  0
 1  0      0 752988 130312 1039372    0    0     0  1448  345  747 70 18 11  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 753008 130312 1039384    0    0     0     0  340  446 93  7  0  0  0
 1  0      0 753008 130324 1039372    0    0     0   136  363  424 96  4  0  0  0
 1  0      0 753008 130324 1039384    0    0     0     0  353  413 94  6  0  0  0
 1  0      0 752544 130324 1039384    0    0     0     0  368  438 94  6  0  0  0
 2  0      0 752564 130324 1039384    0    0     0     0  336  410 97  3  0  0  0
 1  0      0 752564 130324 1039384    0    0     0     0  359  456 95  5  0  0  0
 1  0      0 752564 130324 1039384    0    0     0     0  346  433 96  4  0  0  0
 1  0      0 752564 130332 1039384    0    0     0    12  367  425 96  4  0  0  0
 1  0      0 752564 130332 1039384    0    0     0     0  364  510 91  9  0  0  0
 1  0      0 752564 130332 1039384    0    0     0     0  370  459 94  6  0  0  0
 1  0      0 752564 130332 1039384    0    0     0     0  346  417 93  7  0  0  0
 1  0      0 752564 130332 1039384    0    0     0     0  335  459 90 10  0  0  0
 5  0      0 752564 130332 1039384    0    0     0    80  347  378 85 15  0  0  0
 1  0      0 752476 130340 1039388    0    0     0    80  333  358 97  3  0  0  0
 1  0      0 752496 130340 1039388    0    0     0     0  346  363 93  7  0  0  0
 1  0      0 752496 130340 1039388    0    0     0     0  350  393 95  5  0  0  0
 1  0      0 752496 130340 1039388    0    0     0     0  371  455 95  5  0  0  0
 1  0      0 752496 130340 1039388    0    0     0     0  327  349 95  5  0  0  0
 1  0      0 752460 130340 1039388    0    0     0     0  293  457 89 11  0  0  0
 1  0      0 752496 130348 1039388    0    0     0    40  314  352 91  9  0  0  0
 1  0      0 752496 130348 1039388    0    0     0     0  315  310 95  5  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 752496 130348 1039388    0    0     0     0  309  364 94  6  0  0  0
 1  0      0 752496 130348 1039388    0    0     0     0  310  368 96  4  0  0  0
 2  0      0 752496 130348 1039388    0    0     0     0  309  334 91  9  0  0  0
 1  0      0 752496 130348 1039388    0    0     0     0  313  365 96  4  0  0  0
 1  0      0 752496 130356 1039388    0    0     0    12  312  324 98  2  0  0  0
 1  0      0 752496 130356 1039388    0    0     0     0  302  314 95  5  0  0  0
 1  0      0 752496 130356 1039388    0    0     0     0  300  296 97  3  0  0  0
 1  0      0 752496 130356 1039388    0    0     0     0  331  329 97  3  0  0  0
 1  0      0 752496 130356 1039388    0    0     0     0  340  353 96  4  0  0  0
 1  0      0 752496 130356 1039388    0    0     0     0  369  399 95  5  0  0  0
 1  0      0 752496 130364 1039388    0    0     0    12  361  446 89 11  0  0  0
 1  0      0 752496 130364 1039388    0    0     0     0  365  361 99  1  0  0  0
 1  0      0 752496 130364 1039388    0    0     0  1444  364  404 96  4  0  0  0
 1  0      0 752496 130364 1039388    0    0     0     0  357  358 98  2  0  0  0
 1  0      0 752496 130364 1039388    0    0     0     0  359  378 96  4  0  0  0
 1  0      0 752496 130372 1039388    0    0     0    40  379  420 97  3  0  0  0
 1  0      0 752496 130372 1039388    0    0     0     0  372  437 93  7  0  0  0
 1  0      0 752496 130372 1039388    0    0     0     4  385  410 98  2  0  0  0
 1  0      0 752496 130372 1039388    0    0     0     0  385  448 98  2  0  0  0
 1  0      0 738856 130372 1039388    0    0     0     0  369  386 95  5  0  0  0
 1  0      0 725712 130372 1039388    0    0     0     0  384  407 97  3  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 713560 130380 1039388    0    0     0    12  374  418 96  4  0  0  0
 1  0      0 618700 130380 1039388    0    0     0     8  361  399 89 11  0  0  0
 1  0      0 618132 130380 1039388    0    0     0     0  331  312 99  1  0  0  0
 1  0      0 618132 130380 1039388    0    0     0     0  328  343 96  4  0  0  0
 1  0      0 618132 130380 1039388    0    0     0     0  335  362 98  2  0  0  0
 1  0      0 618132 130380 1039400    0    0     0     0  329  368 96  4  0  0  0
 2  0      0 618132 130388 1039400    0    0     0    40  327  296 98  2  0  0  0
 1  0      0 617964 130388 1039400    0    0     0    64  341  555 96  4  0  0  0
 1  0      0 585132 130388 1039400    0    0     0     4  342  595 91  9  0  0  0
 1  0      0 515196 130388 1039424    0    0     0     0  331  507 92  8  0  0  0
 1  0      0 449476 130388 1039424    0    0     0     0  337  367 94  6  0  0  0
 1  0      0 390328 130388 1039424    0    0     0     0  338  383 93  7  0  0  0
 1  0      0 341844 130396 1039424    0    0     0    92  362  477 78 22  0  0  0
 1  0      0 334156 130396 1039424    0    0     0     0  376  502 87 13  0  0  0
 1  0      0 331552 130396 1039424    0    0     0     0  383  510 92  8  0  0  0
 1  0      0 327336 130396 1039424    0    0     0     0  374  492 91  9  0  0  0
 1  0      0 316300 130396 1039424    0    0     0     0  360  515 89 11  0  0  0
 1  0      0 309480 130396 1039428    0    0     0     0  376  561 89 11  0  0  0
 1  0      0 303900 130404 1039624    0    0     0    16  394  562 90 10  0  0  0
 1  0      0 297700 130404 1039836    0    0     0     0  393  569 93  7  0  0  0
 1  0      0 292244 130404 1040016    0    0     0     0  388  522 94  6  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 282572 130404 1040116    0    0     0     0  391  543 93  7  0  0  0
 1  0      0 277736 130404 1040352    0    0     0     0  347  441 92  8  0  0  0
 1  0      0 271536 130412 1040440    0    0     0    16  362  444 92  8  0  0  0
 1  0      0 265708 130412 1040648    0    0     0     0  397  544 94  6  0  0  0
 1  0      0 260872 130412 1040812    0    0     0     0  391  482 91  9  0  0  0
 1  0      0 255044 130412 1040952    0    0     0     0  394  505 93  7  0  0  0
 1  0      0 247852 130412 1041108    0    0     0     0  405  578 94  6  0  0  0
 1  0      0 239172 130420 1041220    0    0     0    16  396  563 91  9  0  0  0
 1  0      0 235824 130420 1041344    0    0     0     0  335  502 82 18  0  0  0
 1  0      0 235156 130420 1041420    0    0     0     0  370  499 86 14  0  0  0
 1  0      0 235204 130420 1041492    0    0     0     0  367  518 91  9  0  0  0
 1  0      0 235204 130420 1041676    0    0     0     8  366  460 98  2  0  0  0
 1  0      0 235080 130428 1041840    0    0     0    28  379  517 96  4  0  0  0
 1  0      0 234832 130428 1041980    0    0     0     0  379  470 97  3  0  0  0
 4  0      0 234460 130428 1042148    0    0     0     0  365  459 91  9  0  0  0
 1  0      0 234212 130428 1042296    0    0     0     0  392  535 93  7  0  0  0
 1  0      0 233964 130428 1042388    0    0     0    12  395  525 96  4  0  0  0
 1  0      0 233140 130436 1042572    0    0     0    40  398  719 93  7  0  0  0
 1  0      0 233188 130436 1042752    0    0     0     0  391  538 94  6  0  0  0
 1  0      0 232940 130436 1042936    0    0     0     0  395  524 96  4  0  0  0
 1  0      0 232816 130436 1043132    0    0     0     0  396  517 91  9  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 231824 130436 1043208    0    0     0  3836  398  523 90 10  0  0  0
 1  0      0 231140 130444 1043260    0    0     0    64  381  520 92  8  0  0  0
 1  0      0 231016 130444 1043460    0    0     0     0  382  497 96  4  0  0  0
 1  0      0 231016 130444 1043528    0    0     0     0  372  479 95  5  0  0  0
 1  0      0 230892 130444 1043708    0    0     0     0  391  531 97  3  0  0  0
 1  0      0 230644 130444 1043868    0    0     0     0  384  525 96  4  0  0  0
 1  0      0 278260 130452 1043928    0    0     0    16  379  505 93  7  0  0  0
 2  0      0 592724 130452 1044180    0    0     0   960  390  582 93  7  0  0  0
 1  0      0 767240 130452 1040488    0    0     0  1448  378  673 75 22  3  0  0
 2  0      0 767276 130452 1040500    0    0     0     0  359  434 89 11  0  0  0
 1  0      0 767276 130452 1040500    0    0     0     0  314  335 92  8  0  0  0
 1  0      0 767276 130452 1040500    0    0     0     0  314  289 97  3  0  0  0
 1  0      0 767276 130464 1040500    0    0     0   140  346  368 90 10  0  0  0
 1  0      0 767276 130464 1040500    0    0     0     0  360  407 96  4  0  0  0
 1  0      0 767276 130464 1040500    0    0     0     0  364  385 97  3  0  0  0
 1  0      0 767276 130464 1040500    0    0     0     0  367  445 94  6  0  0  0
 1  0      0 767276 130464 1040500    0    0     0     0  368  417 94  6  0  0  0
 1  0      0 767276 130464 1040500    0    0     0     0  360  376 95  5  0  0  0
 1  0      0 767276 130472 1040500    0    0     0    12  383  427 98  2  0  0  0
 1  0      0 767276 130472 1040516    0    0     0     0  361  367 95  5  0  0  0
 1  0      0 767276 130472 1040516    0    0     0     0  372  392 95  5  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 767076 130472 1040520    0    0     0     8  365  421 94  6  0  0  0
 1  0      0 757280 130472 1040520    0    0     0     0  367  407 93  7  0  0  0
 1  0      0 725536 130480 1040520    0    0     0    28  382  478 97  3  0  0  0
 1  0      0 725536 130480 1040520    0    0     0     0  370  448 96  4  0  0  0
 1  0      0 725536 130480 1040520    0    0     0     0  355  396 93  7  0  0  0
 2  0      0 725536 130480 1040520    0    0     0     0  364  417 93  7  0  0  0
 1  0      0 724916 130480 1040520    0    0     0     0  276  501 85 15  0  0  0
 1  0      0 724916 130480 1040520    0    0     0     0  317  294 91  9  0  0  0
