soup time 1200 pop 48025 ratio 3.2 1.7 space 50 50 643 622 rule lifelib r2b7t12s7t10
soup time 2400 pop 172153 ratio 3.7 1.9 space 50 50 1298 1244 rule lifelib r2b7t12s7t10
soup time 4800 pop 650403 ratio 4.0 2.0 space 50 50 3664 2382 rule lifelib r2b7t12s7t10
soup time 600 pop 15024 ratio 2.8 1.5 space 50 50 363 352 rule lifelib r2b7t12s7t10
soup time 600 pop 138 ratio 0.8 -0.3 space 50 50 156 131 rule lifelib b3s23
soup time 600 pop 203 ratio 0.5 -1.0 space 50 50 186 233 rule lifelib b3s23
soup time 600 pop 110 ratio 1.0 0.0 space 50 50 184 371 rule lifelib b3s23
soup time 600 pop 32 ratio 1.0 0.0 space 50 50 52 47 rule lifelib r2b7t9s7t10
soup time 600 pop 15442 ratio 2.8 1.5 space 50 50 381 350 rule lifelib r2b7t12s7t10
soup time 600 pop 49 ratio 1.0 0.0 space 50 50 154 41 rule lifelib r2b7t9s7t10
soup time 600 pop 265 ratio 0.9 -0.2 space 50 50 209 320 rule lifelib b3s23
soup time 600 pop 198 ratio 0.5 -0.9 space 50 50 239 231 rule lifelib b3s23
soup time 600 pop 131 ratio 1.0 0.0 space 50 50 72 75 rule lifelib b3s23
soup time 600 pop 14179 ratio 2.5 1.3 space 50 50 339 368 rule lifelib r2b7t12s7t10
soup time 600 pop 24 ratio 1.0 0.0 space 50 50 187 146 rule lifelib r2b7t9s7t10
soup time 600 pop 259 ratio 0.6 -0.9 space 50 50 283 478 rule lifelib b3s23
soup time 600 pop 375 ratio 0.7 -0.4 space 50 50 224 288 rule lifelib b3s23
soup time 600 pop 302 ratio 0.7 -0.5 space 50 50 323 289 rule lifelib b3s23
soup time 600 pop 15736 ratio 2.6 space 50 50 361 334 rule lifelib r2b7t12s7t10
soup time 600 pop 27 ratio 1.0 space 50 50 40 44 rule lifelib r2b7t9s7t10
soup time 600 pop 286 ratio 0.7 space 50 50 463 451 rule lifelib b3s23
soup time 600 pop 277 ratio 1.3 space 50 50 282 387 rule lifelib b3s23
soup time 600 pop 393 ratio 1.3 space 50 50 469 266 rule lifelib b3s23
soup time 600 pop 14799 ratio 2.4 space 50 50 311 324 rule lifelib r2b7t12s7t10
soup time 600 pop 27 ratio 1.0 space 50 50 -6 41 rule lifelib r2b7t9s7t10
soup time 600 pop 488 ratio 1.4 space 50 50 300 308 rule lifelib b3s23
soup time 600 pop 102 ratio 1.0 space 50 50 71 84 rule lifelib b3s23
soup time 600 pop 799 ratio 1.7 space 50 50 261 488 rule lifelib b3s23
soup time 600 pop 13956 ratio 2.7 space 50 50 317 339 rule lifelib r2b7t12s7t10
soup time 600 pop 51 ratio 1.0 space 50 50 234 238 rule lifelib r2b7t9s7t10
soup time 600 pop 179 ratio 0.8 space 50 50 307 261 rule lifelib b3s23
soup time 600 pop 239 ratio 0.9 space 50 50 497 483 rule lifelib b3s23
soup time 600 pop 272 ratio 0.7 space 50 50 158 250 rule lifelib b3s23
soup time 600 pop 14629 ratio 2.9 space 50 50 334 357 rule lifelib r2b7t12s7t10
soup time 600 pop 30 ratio 1.0 space 50 50 36 39 rule lifelib r2b7t9s7t10
soup time 600 pop 163 ratio 1.0 space 50 50 313 445 rule lifelib b3s23
soup time 600 pop 267 ratio 1.2 space 50 50 366 347 rule lifelib b3s23
soup time 600 pop 217 ratio 1.1 space 50 50 172 81 rule lifelib b3s23
soup time 600 pop 13630 ratio 2.6 space 50 50 325 332 rule lifelib r2b7t12s7t10
soup time 600 pop 29 ratio 1.0 space 50 50 -21 39 rule lifelib r2b7t9s7t10
soup time 600 pop 203 ratio 0.9 space 50 50 229 377 rule lifelib b3s23
soup time 600 pop 347 ratio 0.8 space 50 50 208 326 rule lifelib b3s23
soup time 600 pop 341 ratio 1.2 space 50 50 114 112 rule lifelib b3s23
soup time 600 pop 406 ratio 1.1 space 50 50 85 135 rule lifelib b3s23
soup time 600 pop 525 ratio 0.9 space 50 50 348 472 rule lifelib b3s23
soup time 600 pop 359 ratio 1.0 space 50 50 324 399 rule lifelib b3s23
soup time 600 pop 607352 ratio 3.7 space 50 50 1850 1850 rule lifelib b13s23
soup time 600 pop 322111 ratio 3.5 space 50 50 1850 1850 rule lifelib b23s23
soup time 600 pop 21922 ratio 2.8 space 50 50 455 424 rule lifelib b34s23
soup time 600 pop 36 ratio 1.0 space 50 50 59 32 rule lifelib b35s23
soup time 600 pop 235 ratio 0.5 space 50 50 431 449 rule lifelib b36s23
soup time 600 pop 405 ratio 1.0 space 50 50 301 321 rule lifelib b37s23
soup time 600 pop 201 ratio 0.8 space 50 50 466 445 rule lifelib b38s23
soup time 600 pop 36 ratio 1.0 space 50 50 8 16 rule lifelib r2b7t9s7t10
soup time 600 pop 14724 ratio 2.7 space 50 50 319 359 rule lifelib r2b7t12s7t10
soup time 600 pop 175 ratio 0.6 space 50 50 298 337 rule lifelib b3s23
soup time 600 pop 437 ratio 1.1 space 50 50 299 280 rule lifelib b3s23
soup time 600 pop 232 ratio 0.7 space 50 50 333 229 rule lifelib b3s23
soup time 600 pop 604053 ratio 3.7 space 50 50 1850 1850 rule lifelib b13s23
soup time 600 pop 324523 ratio 3.5 space 50 50 1850 1850 rule lifelib b23s23
soup time 600 pop 22772 ratio 2.9 space 50 50 428 439 rule lifelib b34s23
soup time 600 pop 51 ratio 0.6 space 50 50 73 65 rule lifelib b35s23
soup time 600 pop 274 ratio 1.2 space 50 50 200 195 rule lifelib b36s23
soup time 600 pop 307 ratio 1.0 space 50 50 454 279 rule lifelib b37s23
soup time 600 pop 130 ratio 1.0 space 50 50 143 184 rule lifelib b38s23
soup time 600 pop 41 ratio 1.0 space 50 50 236 426 rule lifelib r2b7t9s7t10
soup time 600 pop 13605 ratio 2.6 space 50 50 355 333 rule lifelib r2b7t12s7t10
soup time 600 pop 645 ratio 0.7 space 50 50 67 105 rule lifelib b378s01356
soup time 600 pop 839 ratio 1.5 space 50 50 145 84 rule lifelib b368s12578
soup time 600 pop 196 ratio 0.7 space 50 50 93 96 rule lifelib b3-q4z5ys234k5j
soup time 600 pop 30 ratio 0.2 space 50 50 322 554 rule lifelib b01346s023
soup time 600 pop 30 ratio 0.2 space 50 50 206 162 rule lifelib b34a6ns2aek3-a4a
soup time 600 pop 1082 ratio 0.9 space 50 50 85 60 rule lifelib b357s1358
soup time 600 pop 170 ratio 1.0 space 50 50 58 51 rule lifelib b3aeijs01c2n3ack4q5a6e
soup time 600 pop 710 ratio 1.0 space 50 50 88 86 rule lifelib b378s01356
soup time 600 pop 703 ratio 0.9 space 50 50 85 100 rule lifelib b368s12578
soup time 600 pop 206 ratio 1.0 space 50 50 94 93 rule lifelib b3-q4z5ys234k5j
soup time 600 pop 39 ratio 0.1 space 50 50 202 615 rule lifelib b01346s023
soup time 600 pop 37 ratio 0.2 space 50 50 422 416 rule lifelib b34a6ns2aek3-a4a
soup time 600 pop 1101 ratio 1.0 space 50 50 78 83 rule lifelib b357s1358
soup time 600 pop 171 ratio 1.0 space 50 50 58 52 rule lifelib b3aeijs01c2n3ack4q5a6e
soup time 600 pop 867 ratio 0.9 space 50 50 84 82 rule lifelib b378s01356
soup time 600 pop 555 ratio 0.9 space 50 50 96 63 rule lifelib b368s12578
soup time 600 pop 147 ratio 1.0 space 50 50 86 85 rule lifelib b3-q4z5ys234k5j
soup time 600 pop 20 ratio 0.2 space 50 50 181 519 rule lifelib b01346s023
soup time 600 pop 218 ratio 0.5 space 50 50 442 367 rule lifelib b34a6ns2aek3-a4a
soup time 600 pop 960 ratio 0.9 space 50 50 76 77 rule lifelib b357s1358
soup time 600 pop 171 ratio 1.0 space 50 50 53 55 rule lifelib b3aeijs01c2n3ack4q5a6e
soup time 600 pop 708 ratio 0.7 space 50 50 87 96 rule lifelib b378s01356
soup time 600 pop 816 ratio 0.9 space 50 50 95 103 rule lifelib b368s12578
soup time 600 pop 137 ratio 0.9 space 50 50 65 61 rule lifelib b3-q4z5ys234k5j
soup time 600 pop 32 ratio 0.4 space 50 50 32 625 rule lifelib b01346s023
soup time 600 pop 15 ratio 0.6 space 50 50 382 364 rule lifelib b34a6ns2aek3-a4a
soup time 600 pop 993 ratio 0.9 space 50 50 86 84 rule lifelib b357s1358
soup time 600 pop 176 ratio 1.0 space 50 50 56 56 rule lifelib b3aeijs01c2n3ack4q5a6e
soup time 600 pop 839 ratio 1.0 space 50 50 85 72 rule lifelib b378s01356
soup time 600 pop 1107 ratio 1.5 space 50 50 121 94 rule lifelib b368s12578
soup time 600 pop 160 ratio 0.8 space 50 50 78 89 rule lifelib b3-q4z5ys234k5j
soup time 600 pop 34 ratio 0.4 space 50 50 160 334 rule lifelib b01346s023
soup time 600 pop 43 ratio 0.6 space 50 50 356 405 rule lifelib b34a6ns2aek3-a4a
soup time 600 pop 1255 ratio 1.1 space 50 50 82 89 rule lifelib b357s1358
soup time 600 pop 157 ratio 1.0 space 50 50 54 53 rule lifelib b3aeijs01c2n3ack4q5a6e
soup time 600 pop 661 ratio 0.9 space 50 50 75 95 rule lifelib b378s01356
soup time 600 pop 1140 ratio 1.1 space 50 50 126 112 rule lifelib b368s12578
soup time 600 pop 213 ratio 0.9 space 50 50 83 65 rule lifelib b3-q4z5ys234k5j
soup time 600 pop 293 ratio 0.4 space 50 50 615 186 rule lifelib b01346s023
soup time 600 pop 45 ratio 0.1 space 50 50 262 420 rule lifelib b34a6ns2aek3-a4a
soup time 600 pop 750 ratio 0.7 space 50 50 83 65 rule lifelib b357s1358
soup time 600 pop 161 ratio 1.0 space 50 50 55 53 rule lifelib b3aeijs01c2n3ack4q5a6e
soup time 600 pop 672 ratio 1.0 space 50 50 76 94 rule lifelib b378s01356
soup time 600 pop 282 ratio 0.8 space 50 50 85 74 rule lifelib b368s12578
soup time 600 pop 195 ratio 0.9 space 50 50 67 72 rule lifelib b3-q4z5ys234k5j
soup time 600 pop 154 ratio 0.5 space 50 50 29 686 rule lifelib b01346s023
soup time 600 pop 154 ratio 0.8 space 50 50 296 352 rule lifelib b34a6ns2aek3-a4a
soup time 600 pop 1258 ratio 1.1 space 50 50 92 66 rule lifelib b357s1358
soup time 600 pop 155 ratio 1.0 space 50 50 54 54 rule lifelib b3aeijs01c2n3ack4q5a6e
soup time 600 pop 734 ratio 0.9 space 50 50 98 87 rule lifelib b378s01356
soup time 600 pop 540 ratio 0.9 space 50 50 77 94 rule lifelib b368s12578
soup time 600 pop 211 ratio 1.0 space 50 50 105 79 rule lifelib b3-q4z5ys234k5j
soup time 600 pop 67 ratio 0.4 space 50 50 822 844 rule lifelib b01346s023
soup time 600 pop 31 ratio 0.7 space 50 50 258 218 rule lifelib b34a6ns2aek3-a4a
soup time 600 pop 814 ratio 0.7 space 50 50 68 64 rule lifelib b357s1358
soup time 600 pop 155 ratio 1.0 space 50 50 53 52 rule lifelib b3aeijs01c2n3ack4q5a6e
soup time 600 pop 2967 ratio 0.9 space 100 100 137 131 rule lifelib b378s01356
soup time 600 pop 2341 ratio 0.9 space 100 100 142 149 rule lifelib b368s12578
soup time 600 pop 612 ratio 0.8 space 100 100 150 148 rule lifelib b3-q4z5ys234k5j
soup time 600 pop 1597 ratio 0.7 space 100 100 635 988 rule lifelib b01346s023
soup time 600 pop 63 ratio 0.2 space 100 100 495 421 rule lifelib b34a6ns2aek3-a4a
soup time 600 pop 4734 ratio 1.1 space 100 100 150 149 rule lifelib b357s1358
soup time 600 pop 604 ratio 1.0 space 100 100 110 105 rule lifelib b3aeijs01c2n3ack4q5a6e
soup time 600 pop 12718 ratio 1.0 space 200 200 260 270 rule lifelib b378s01356
soup time 600 pop 9058 ratio 0.9 space 200 200 259 291 rule lifelib b368s12578
soup time 600 pop 2220 ratio 0.9 space 200 200 264 243 rule lifelib b3-q4z5ys234k5j
soup time 600 pop 5881 ratio 0.7 space 200 200 1070 1082 rule lifelib b01346s023
soup time 600 pop 184 ratio 0.1 space 200 200 649 589 rule lifelib b34a6ns2aek3-a4a
soup time 600 pop 18015 ratio 1.0 space 200 200 266 239 rule lifelib b357s1358
soup time 600 pop 2451 ratio 1.0 space 200 200 206 206 rule lifelib b3aeijs01c2n3ack4q5a6e
soup time 800 pop 10837 ratio 0.9 space 200 200 253 252 rule lifelib b378s01356
soup time 800 pop 8813 ratio 0.9 space 200 200 286 314 rule lifelib b368s12578
soup time 800 pop 2588 ratio 1.2 space 200 200 234 395 rule lifelib b3-q4z5ys234k5j
soup time 800 pop 9875 ratio 0.9 space 200 200 1332 1353 rule lifelib b01346s023
soup time 800 pop 534 ratio 0.2 space 200 200 771 783 rule lifelib b34a6ns2aek3-a4a
soup time 800 pop 17836 ratio 1.0 space 200 200 264 227 rule lifelib b357s1358
soup time 800 pop 2368 ratio 1.0 space 200 200 206 208 rule lifelib b3aeijs01c2n3ack4q5a6e
soup time 800 pop 12186 ratio 0.9 space 200 200 257 251 rule lifelib b378s01356
soup time 800 pop 9341 ratio 1.0 space 200 200 316 279 rule lifelib b368s12578
soup time 800 pop 3850 ratio 1.5 space 200 200 538 462 rule lifelib b3-q4z5ys234k5j
soup time 800 pop 9666 ratio 0.8 space 200 200 1205 1185 rule lifelib b01346s023
