soup time 400 pop 36 ratio 1.0 space 100 30 19 31 rule lifelib r2b7t11s7t10 sumpop 25980 
soup time 400 pop 24592 ratio 2.8 space 100 30 486 427 rule lifelib r2b7t11s7t11 sumpop 4431588 
soup time 400 pop 443 ratio 0.8 space 100 30 222 281 rule lifelib b3s23 sumpop 217764 
soup time 4000 pop 223 ratio 1.0 space 1000 30 4812 1993 rule lifelib r2b7t11s7t10 sumpop 1106664 
soup time 4000 pop 2421230 ratio 3.0 space 1000 30 4709 3851 rule lifelib r2b7t11s7t11 sumpop 3795645900 
soup time 4000 pop 4788 ratio 1.0 space 1000 30 3789 4704 rule lifelib b3s23 sumpop 18014652 
soup time 2000 pop 144 ratio 1.0 space 500 30 470 40 rule lifelib r2b7t11s7t10 sumpop 391044 
soup time 2000 pop 599312 ratio 2.9 space 500 30 2308 1954 rule lifelib r2b7t11s7t11 sumpop 479546256 
soup time 2000 pop 1512 ratio 0.7 space 500 30 1910 1477 rule lifelib b3s23 sumpop 3715008 
soup time 2000 pop 73 ratio 1.0 space 500 30 256 1029 rule lifelib r2b7t11s7t10 sumpop 240924 
soup time 2000 pop 439247 ratio 2.1 space 500 30 2023 1644 rule lifelib r2b7t11s7t11 sumpop 301252908 
soup time 2000 pop 1225 ratio 1.0 space 500 30 1782 1527 rule lifelib b3s23 sumpop 2915172 
soup time 800 pop 43 ratio 1.0 space 200 30 47 438 rule lifelib r2b7t11s7t10 sumpop 83544 
soup time 800 pop 93267 ratio 2.8 space 200 30 892 813 rule lifelib r2b7t11s7t11 sumpop 30674412 
soup time 800 pop 762 ratio 0.9 space 200 30 504 577 rule lifelib b3s23 sumpop 642240 
soup time 800 pop 36 ratio 1.0 space 200 30 53 33 rule lifelib r2b7t7s7t10 sumpop 30588 
soup time 800 pop 22970 ratio 2.4 space 200 30 429 342 rule lifelib r2b7t7s7t11 sumpop 8644716 
soup time 800 pop 73 ratio 1.0 space 200 30 125 22 rule lifelib r2b7t8s7t10 sumpop 62808 
soup time 800 pop 30045 ratio 2.6 space 200 30 648 576 rule lifelib r2b7t8s7t11 sumpop 10291980 
soup time 800 pop 92 ratio 1.0 space 200 30 102 333 rule lifelib r2b7t9s7t10 sumpop 77664 
soup time 800 pop 37009 ratio 2.5 space 200 30 824 710 rule lifelib r2b7t9s7t11 sumpop 12767412 
soup time 800 pop 65 ratio 1.0 space 200 30 398 286 rule lifelib r2b7t10s7t10 sumpop 65712 
soup time 800 pop 48507 ratio 2.7 space 200 30 769 614 rule lifelib r2b7t10s7t11 sumpop 16541076 
soup time 800 pop 20 ratio 1.0 space 200 30 24 21 rule lifelib r2b7t11s7t10 sumpop 55296 
soup time 800 pop 93277 ratio 2.8 space 200 30 968 797 rule lifelib r2b7t11s7t11 sumpop 31046244 
soup time 800 pop 33560 ratio 2.4 space 200 30 533 447 rule lifelib r2b7t12s7t10 sumpop 11974752 
soup time 800 pop 164024 ratio 2.9 space 200 30 1148 1073 rule lifelib r2b7t12s7t11 sumpop 51823176 
soup time 800 pop 648 ratio 1.0 space 200 30 214 363 rule lifelib b3s23 sumpop 613656 
